STATION,NAME,DATE,Year,Month,PRCP,TAVG,TMAX,TMIN,,Location,Month,Mean,StDev,ln(Mean),ln(StDev)
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1894-05,1894,5-May,4.15,61.1,70.4,51.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1894-06,1894,6-Jun,1.51,70.6,80.6,60.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1894-07,1894,7-Jul,2.6,76.5,86.8,66.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1894-08,1894,8-Aug,2.06,71.9,82.2,61.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1894-09,1894,9-Sep,5.81,68.3,76.7,59.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1894-10,1894,10-Oct,5.21,55.3,62.6,47.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1894-11,1894,11-Nov,3.67,40.2,46.2,34.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1894-12,1894,12-Dec,4.61,35.1,41.3,29,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1895-01,1895,1-Jan,5.55,28.5,34.4,22.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1895-02,1895,2-Feb,0.88,24.5,31.5,17.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1895-03,1895,3-Mar,2.76,,44,,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1895-04,1895,4-Apr,4.44,48.8,57.1,40.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1895-05,1895,5-May,2.85,61.4,71.1,51.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1895-06,1895,6-Jun,3.91,71.9,80.3,63.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1895-07,1895,7-Jul,4.06,71.8,80.3,63.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1895-08,1895,8-Aug,3.41,75.3,84.5,66.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1895-09,1895,9-Sep,0.64,70.2,79.9,60.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1895-10,1895,10-Oct,4.64,49.9,59.1,40.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1895-11,1895,11-Nov,3.74,45.2,53.4,37,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1895-12,1895,12-Dec,2.67,36.9,44,29.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1896-01,1896,1-Jan,1.26,28.2,34.3,22.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1896-02,1896,2-Feb,6.48,30.3,37.6,23,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1896-03,1896,3-Mar,6.45,33.2,40.9,25.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1896-04,1896,4-Apr,1.26,53.5,63,44,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1896-05,1896,5-May,3.57,65.8,75.4,56.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1896-06,1896,6-Jun,6.6,68.3,76.8,59.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1896-07,1896,7-Jul,10.28,75.5,83.8,67.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1896-08,1896,8-Aug,2.91,74.8,83.5,66.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1896-09,1896,9-Sep,4.18,65.9,74.4,57.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1896-10,1896,10-Oct,1.76,52,59,44.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1896-11,1896,11-Nov,3.14,47.8,55.8,39.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1896-12,1896,12-Dec,1.72,31.6,39.2,24,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1897-01,1897,1-Jan,3.19,28.8,35.9,21.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1897-02,1897,2-Feb,2.95,32.9,39.2,26.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1897-03,1897,3-Mar,2.85,40.6,48.3,32.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1897-04,1897,4-Apr,3.56,50.9,61.2,40.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1897-05,1897,5-May,6.56,61.7,70.8,52.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1897-06,1897,6-Jun,3.92,67.4,76.8,57.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1897-07,1897,7-Jul,19.09,75,83.3,66.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1897-08,1897,8-Aug,8.69,72.2,80.9,63.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1897-09,1897,9-Sep,2.2,66,75.9,56,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1897-10,1897,10-Oct,1.65,55.3,64.5,46,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1897-11,1897,11-Nov,4.99,43.9,51.1,36.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1897-12,1897,12-Dec,5.32,35.1,41.6,28.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1898-01,1898,1-Jan,5,32.8,39.4,26.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1898-02,1898,2-Feb,4.33,32.7,39.7,25.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1898-03,1898,3-Mar,3.65,45.6,54.5,36.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1898-04,1898,4-Apr,4.7,48.5,57.5,39.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1898-05,1898,5-May,6.87,58.5,66.5,50.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1898-06,1898,6-Jun,2.12,71.1,81.1,61.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1898-07,1898,7-Jul,3.85,76.2,85,67.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1898-08,1898,8-Aug,4.06,75.8,84.9,66.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1898-09,1898,9-Sep,1.63,70.2,80.4,60.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1898-10,1898,10-Oct,7.18,56.4,65.1,47.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1898-11,1898,11-Nov,7.44,43.4,51.8,34.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1898-12,1898,12-Dec,3.52,32.6,39,26.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1899-01,1899,1-Jan,5.1,29.6,37.5,21.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1899-02,1899,2-Feb,5.37,25.7,32.9,18.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1899-03,1899,3-Mar,6.76,36.3,43.2,29.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1899-04,1899,4-Apr,1.74,48.9,60,37.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1899-05,1899,5-May,1.63,61.2,71.9,50.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1899-06,1899,6-Jun,1.06,72,83.4,60.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1899-07,1899,7-Jul,4.91,73.9,84.3,63.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1899-08,1899,8-Aug,4.93,71.8,81.1,62.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1899-09,1899,9-Sep,6.5,63.5,72.9,54.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1899-10,1899,10-Oct,2.54,55.7,64.1,47.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1899-11,1899,11-Nov,1.78,43.3,51.7,34.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1899-12,1899,12-Dec,2.44,35.1,43.4,26.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1900-01,1900,1-Jan,4.27,30.1,38.6,21.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1900-02,1900,2-Feb,5.82,29.4,37.2,21.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1900-03,1900,3-Mar,3.14,33.6,42,25.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1900-04,1900,4-Apr,2.28,50.6,60.4,40.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1900-05,1900,5-May,4.62,60,71.6,48.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1900-06,1900,6-Jun,2.96,70.4,80.8,60.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1900-07,1900,7-Jul,,75.9,86.4,65.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1900-08,1900,8-Aug,2.88,75.7,85.5,65.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1900-09,1900,9-Sep,3.31,68.9,78.4,59.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1900-10,1900,10-Oct,4.51,58.9,68,49.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1900-11,1900,11-Nov,4.69,45.9,54.4,37.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1900-12,1900,12-Dec,1.75,32.8,40.8,24.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1901-01,1901,1-Jan,1.67,29.2,36.2,22.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1901-02,1901,2-Feb,0.69,23.9,30.7,17.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1901-03,1901,3-Mar,4.7,37.2,44.9,29.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1901-04,1901,4-Apr,6.56,48.1,55.3,40.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1901-05,1901,5-May,5.94,57.1,65.5,48.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1901-06,1901,6-Jun,1.07,70.3,81.6,58.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1901-07,1901,7-Jul,4.9,76.7,85.8,67.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1901-08,1901,8-Aug,7.59,,,,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1901-09,1901,9-Sep,1.63,66.2,76.7,55.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1901-10,1901,10-Oct,2.14,54.3,65,43.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1901-11,1901,11-Nov,1.7,37.8,45,30.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1901-12,1901,12-Dec,7.58,31.9,39.7,24.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1902-01,1902,1-Jan,2.77,27.1,34.4,19.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1902-02,1902,2-Feb,4.07,26.9,33.3,20.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1902-03,1902,3-Mar,4.94,42.8,51,34.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1902-04,1902,4-Apr,3.57,49.7,58.5,40.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1902-05,1902,5-May,1.59,59.6,69.5,49.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1902-06,1902,6-Jun,7.15,67.5,77.9,57.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1902-07,1902,7-Jul,3.02,72.6,81.2,64,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1902-08,1902,8-Aug,2.01,70.3,80,60.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1902-09,1902,9-Sep,5.05,63.7,72.2,55.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1902-10,1902,10-Oct,7.07,54.9,64,45.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1902-11,1902,11-Nov,1.13,48.4,57.4,39.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1902-12,1902,12-Dec,7.37,30.3,37.5,23.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1903-01,1903,1-Jan,5.18,29,36.5,21.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1903-02,1903,2-Feb,4.59,32.5,40.4,24.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1903-03,1903,3-Mar,4.08,47.3,56.7,37.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1903-04,1903,4-Apr,3.13,51,60.9,41.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1903-05,1903,5-May,0.43,62.8,74,51.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1903-06,1903,6-Jun,14.41,62.8,70,55.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1903-07,1903,7-Jul,4.27,74.1,83.8,64.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1903-08,1903,8-Aug,14.54,67.8,75.6,60,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1903-09,1903,9-Sep,4.56,65.2,74.7,55.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1903-10,1903,10-Oct,13.26,55.5,63.9,47.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1903-11,1903,11-Nov,0.92,40.5,49.3,31.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1903-12,1903,12-Dec,3.56,28.2,35.7,20.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1904-01,1904,1-Jan,3.26,21.8,29.3,14.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1904-02,1904,2-Feb,2.67,24,32.7,15.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1904-03,1904,3-Mar,3.56,35.4,42.5,28.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1904-04,1904,4-Apr,4.71,45.7,54.5,36.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1904-05,1904,5-May,2.93,,73.3,,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1904-06,1904,6-Jun,3,68.5,78.3,58.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1904-07,1904,7-Jul,5.36,72.7,81.6,63.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1904-08,1904,8-Aug,7.46,70.7,79.6,61.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1904-09,1904,9-Sep,4.19,64.8,74.3,55.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1904-10,1904,10-Oct,4.16,51.6,62.5,40.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1904-11,1904,11-Nov,1.86,39.8,47.6,31.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1904-12,1904,12-Dec,2.87,26.1,33,19.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1905-01,1905,1-Jan,3.68,26.6,33.3,19.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1905-02,1905,2-Feb,2.13,23.2,31.5,14.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1905-03,1905,3-Mar,3.8,39.5,48.1,30.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1905-04,1905,4-Apr,2.5,50.3,60.5,40.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1905-05,1905,5-May,1.26,61,71.3,50.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1905-06,1905,6-Jun,3.02,68.6,78.7,58.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1905-07,1905,7-Jul,6.27,74.8,83.6,66,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1905-08,1905,8-Aug,5.13,71.1,79.9,62.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1905-09,1905,9-Sep,6.27,65.7,74.7,56.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1905-10,1905,10-Oct,2.92,55.6,66.1,45.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1905-11,1905,11-Nov,2.03,43.2,52.9,33.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1905-12,1905,12-Dec,3.22,36.7,44.5,28.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1906-01,1906,1-Jan,2.36,36.1,43.4,28.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1906-02,1906,2-Feb,1.91,31.1,40.4,21.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1906-03,1906,3-Mar,4.98,33.3,40.7,25.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1906-04,1906,4-Apr,5.68,52.1,63.3,40.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1906-05,1906,5-May,3.77,62.4,73.7,51.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1906-06,1906,6-Jun,2.64,71,81.3,60.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1906-07,1906,7-Jul,3.71,74.3,83.8,64.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1906-08,1906,8-Aug,2.46,75.1,83.6,66.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1906-09,1906,9-Sep,3.54,69.1,79.2,59.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1906-10,1906,10-Oct,4.23,54.9,63.6,46.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1906-11,1906,11-Nov,1.37,44.2,52.1,36.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1906-12,1906,12-Dec,6.19,32.1,40.3,23.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1907-01,1907,1-Jan,4.93,31.1,39.1,23.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1907-02,1907,2-Feb,3.72,23,32.7,13.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1907-03,1907,3-Mar,4.31,40.7,49.8,31.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1907-04,1907,4-Apr,5.89,45.4,54.4,36.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1907-05,1907,5-May,6.44,55.9,65.9,45.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1907-06,1907,6-Jun,4.37,65.4,75.2,55.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1907-07,1907,7-Jul,,75.4,84.9,65.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1907-08,1907,8-Aug,,71.5,82.2,60.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1907-09,1907,9-Sep,,67.5,76.2,58.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1907-10,1907,10-Oct,,51.3,61.6,41,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1907-11,1907,11-Nov,,43.3,50.9,35.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1907-12,1907,12-Dec,,36.2,43.8,28.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1908-01,1908,1-Jan,,32.3,40.5,24.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1908-02,1908,2-Feb,,28,36.7,19.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1908-03,1908,3-Mar,,41.5,51.5,31.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1908-04,1908,4-Apr,,51.5,62.2,40.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1908-05,1908,5-May,,62,71.3,52.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1908-06,1908,6-Jun,,71.7,83.2,60.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1908-07,1908,7-Jul,,76.4,87,65.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1908-08,1908,8-Aug,,72.7,82,63.4,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1908-09,1908,9-Sep,,67.4,78,56.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1908-10,1908,10-Oct,,57.9,68.8,47,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1908-11,1908,11-Nov,,43.8,51.9,35.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1908-12,1908,12-Dec,,34.8,41.4,28.2,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1909-01,1909,1-Jan,,32.6,40.5,24.7,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1909-02,1909,2-Feb,,37,45.3,28.6,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1909-03,1909,3-Mar,,38.9,47.1,30.8,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1909-04,1909,4-Apr,,50.9,60.6,41.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1909-05,1909,5-May,,60.6,70.1,51.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1909-06,1909,6-Jun,,72,81.4,62.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1909-07,1909,7-Jul,,73.7,84,63.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1909-08,1909,8-Aug,6.57,71,80.6,61.3,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1909-09,1909,9-Sep,,65.4,74.3,56.5,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1909-10,1909,10-Oct,,52.8,62.9,42.8,,,,,,,
